year,pos,player,college,team,pick,pick_score,height_inches,weight,forty,vertical,bench,broad,threecone,shuttle,win_pct,wins,losses,ppg_off,ppg_def,srs,sos,ap_rank_score,conf_ACC,conf_Big 12,conf_Big Ten,conf_CUSA,conf_Ind,conf_MAC,conf_MWC,conf_Other,conf_Pac-10,conf_SEC,conf_Sun Belt,conf_WAC
2004,OT,Jacob Rogers,USC,DAL,52.0,0.984234960446325,0.9225312080288819,-0.4072938586995538,0.37743986569294946,0.0,0.9460759696228122,0.0,-3.5992474957229515e-15,0.0,1.589124350527864,1.4315455777300914,-1.6930058519353233,1.5652901520178502,-0.8669846942746855,1.9326900133213158,0.3214360120697138,2.387808897712358,0,0,0,0,0,0,0,0,1,0,0,0
2004,OT,Mark Wilson,California,WAS,151.0,0.0705574197816675,1.6144296140505456,0.15074221104894361,0.7097397290491172,0.324231767494186,-0.3508626112508443,1.0134114689643645,-0.9895145098025525,-1.4578605063414334,-0.24997084692193194,-0.02448989324266088,0.5249946031241751,0.2834032994740622,0.08993698111175305,0.29478780901600976,0.5800815709015049,-0.5098315338324901,0,0,0,0,0,0,0,0,1,0,0,0
2004,OT,Max Starks,Florida,PIT,75.0,0.7245143834923654,1.6144296140505456,3.0206419983269304,1.8174059402363298,-0.040011579818431287,-0.9993319016876725,-0.6549701133821134,0.4288228372457525,-0.4854673055133975,-0.020083947240707736,-0.02448989324266088,0.08139451211227547,-0.1087032671863908,-0.4842160241201097,0.40959974578312286,1.216747561872068,0.8295740369818276,0,0,0,0,0,0,0,0,0,1,0,0
2004,OT,Robert Gallery,Iowa,OAK,2.0,2.497705474412374,1.6144296140505456,0.8682171578684403,-1.3948260722065937,0.8705967884631118,-0.3508626112508443,0.5128969942604211,-1.435277676017736,-2.1263808319107094,0.7845202016435784,0.7035278422437152,-0.8058056699115238,-0.3047565505166173,-1.217855975249713,0.8969397752520395,0.49197154536540033,1.4924041783203585,0,0,1,0,0,0,0,0,0,0,0,0
2004,OT,Shawn Andrews,Arkansas,PHI,16.0,1.6448536269514722,-0.46126560401444583,4.296153014894925,1.4297227663208074,-0.9506199480999744,0.29760667918598394,-0.6549701133821134,1.9282080326968196,0.7300241955216419,0.38221812720143566,0.3395189745005272,-0.3622055788996242,0.41913249562575716,-0.0536012701962125,0.6538804623088956,0.5800815709015049,0.5098315338324904,0,0,0,0,0,0,0,0,0,1,0,0
2005,OG,Elton Brown,Virginia,ARI,111.0,0.341571660625871,0.230632802007218,1.3465337890814382,-1.6717426250034018,0.0,0.0,0.0,-3.5992474957229515e-15,0.0,0.2516005705643761,-0.02448989324266088,-0.3622055788996242,-0.0634602018024923,-0.9786255564031032,0.7638067847454934,0.43228410871191003,0.8775917845235642,1,0,0,0,0,0,0,0,0,0,0,0
2005,OT,Khalif Barnes,Washington,JAX,52.0,0.9477940239524048,0.9225312080288819,-0.566732735770553,-1.7271259355627615,2.6918135250261983,0.08145024904037454,0.6797351524950689,-0.8274188129970316,-1.1539876310826735,-2.7578279343534735,-2.5725519674449773,2.2993949671717737,-2.5216667543276388,1.0468586564981917,-1.659457923190172,1.469708602927336,-0.43831628174460113,0,0,0,0,0,0,0,0,1,0,0,0
2005,OT,Nick Kaczur,Toledo,NWE,100.0,0.43982203560083216,-0.46126560401444583,0.5493394037264417,0.2666732445742302,1.4169618094320378,0.0,0.0,-3.5992474957229515e-15,0.0,0.38221812720143566,0.3395189745005272,-0.3622055788996242,0.3738894302418592,1.1584995186266098,-1.0951694680156372,-2.4383973684321467,-0.43831628174460113,0,0,0,0,0,1,0,0,0,0,0,0
2005,OT,Trai Essex,Northwestern,PIT,93.0,0.5045692868981856,-0.46126560401444583,0.9479365964039399,2.094322493033138,0.5063534411504946,0.0,-0.9886464298514089,1.3608730938774949,1.155446220883909,-0.620924707771181,-0.752507628729037,0.5249946031241751,-0.9230784440965618,0.7438334592924862,-0.6847778642523389,0.7307212919793614,-0.43831628174460113,0,0,1,0,0,0,0,0,0,0,0,0
2006,C,Chris Chester,Oklahoma,BAL,56.0,0.9654322432544561,-1.1531640100361096,-0.7261716128415524,-2.2255757305970083,1.4169618094320378,0.29760667918598394,0.6797351524950689,-1.8810408422329192,-1.3970859312896824,0.2516005705643761,-0.02448989324266088,-0.3622055788996242,-0.5762149428200078,-0.11739604855530818,0.4792197499929681,1.2849617751903426,0.9027347916438648,0,1,0,0,0,0,0,0,0,0,0,0
2006,C,Mike Degory,Florida,,292.5,-1.2564434852902644,0.230632802007218,-0.566732735770553,1.04203959240528,-0.5863766007873572,-0.3508626112508443,-0.6549701133821134,1.036681700266453,-0.3639181554098957,0.6852508585994131,0.3395189745005272,-0.8058056699115238,-0.31983757231124976,-0.8031899159155892,0.6111313369168855,0.3839657076114654,1.2815515655446004,0,0,0,0,0,0,0,0,0,1,0,0
2006,OG,Davin Joseph,Oklahoma,TAM,23.0,1.4858702923090736,-1.1531640100361096,-0.08841610455755529,-0.7856096560536278,1.5990834830883465,-0.3508626112508443,1.513925943668308,-3.5992474957229515e-15,1.4593190961426687,0.2516005705643761,-0.02448989324266088,-0.3622055788996242,-0.5762149428200078,-0.11739604855530818,0.4792197499929681,1.2849617751903426,0.9027347916438648,0,1,0,0,0,0,0,0,0,0,0,0
2006,OG,Jason Spitz,Louisville,GNB,75.0,0.7591527385676634,-1.1531640100361096,0.07102277251344398,0.9312729712865607,0.324231767494186,-0.13470618110523488,0.012382519556477765,0.18567929203747296,-1.0932130560309226,0.6852508585994131,0.3395189745005272,-0.8058056699115238,1.9121536532944041,-0.005755186426890458,0.46456290700142167,-0.8808394976648761,1.001331297525693,0,0,0,0,0,0,0,1,0,0,0,0
2006,OT,Brad Butler,Virginia,BUF,143.0,0.18435962266651026,1.6144296140505456,-0.16813554309305492,0.32205655513358983,0.0,0.0,0.0,-3.5992474957229515e-15,0.0,-0.18727441973614395,-0.38849876098584896,0.08139451211227547,-0.6063769864092733,-0.08549865937576033,-0.20843046702708207,0.20490339765099463,0.5729675484954635,1,0,0,0,0,0,0,0,0,0,0,0
2006,OT,Donald Penn,Utah State,,292.5,-1.2564434852902644,-0.46126560401444583,0.3899005266554425,-1.0071428982910713,0.0,-0.9993319016876725,0.0,-3.5992474957229515e-15,0.0,-1.8069321220356804,-1.8445342319586013,1.4121947851479744,-1.7826966863906317,1.4136786320629937,-3.0530794109697057,-2.3701831551138715,-0.45376219016987945,0,0,0,0,0,0,0,0,0,0,0,1
2006,OT,E.J. Whitley,Texas Tech,,292.5,-1.2564434852902644,0.230632802007218,-0.24785498162855454,0.6543564184897527,-0.9506199480999744,-2.08011405241572,-0.15445563867817003,-0.9895145098025525,0.3653767452111311,0.6852508585994131,0.3395189745005272,-0.8058056699115238,1.3089127815090922,-0.8031899159155892,0.49876220731502996,-0.6108249032800392,0.967421566101701,0,1,0,0,0,0,0,0,0,0,0,0
2006,OT,Eric Winston,Miami (FL),HOU,66.0,0.8523319987338249,1.6144296140505456,-0.16813554309305492,-1.6163593144440371,0.5063534411504946,0.0,1.0134114689643645,-1.2326580550108357,-1.7617333816001932,0.6852508585994131,0.3395189745005272,-0.8058056699115238,-0.5460528992307417,-1.520881172455418,0.9494601293050806,0.5772393120132435,1.0728613416500028,1,0,0,0,0,0,0,0,0,0,0,0
2006,OT,Guy Whimper,East Carolina,NYG,129.0,0.29217967134931905,0.230632802007218,-0.6464521743060527,-1.5055926933253179,0.5063534411504946,0.08145024904037454,0.012382519556477765,-1.5973733728232566,-0.8501147558239136,-0.8560363097178879,-1.1165164964722252,0.5249946031241751,-0.9683215094804603,0.7916795430618083,-1.6863288020080072,-1.5146632297471774,-0.45376219016987945,0,0,0,1,0,0,0,0,0,0,0,0
2006,OT,Jeromey Clary,Kansas State,SDG,187.0,-0.1464298181086615,0.9225312080288819,-0.24785498162855454,0.2666732445742302,-0.5863766007873572,-0.3508626112508443,0.012382519556477765,0.10463144363471073,-0.6070164556169046,-0.8560363097178879,-1.1165164964722252,0.5249946031241751,-0.6667010735878043,0.6162439025742944,-1.0670771856151733,-0.3550216033365094,-0.45376219016987945,0,1,0,0,0,0,0,0,0,0,0,0
2006,OT,Marcus McNeill,Auburn,SDG,50.0,1.0396394042814565,2.3063280200722094,1.9045698588299356,-0.896376277172347,1.234840135775729,0.0,-0.6549701133821134,1.6850644874885365,1.6416428212979268,0.6852508585994131,0.3395189745005272,-0.8058056699115238,0.2230792122955312,-1.3294968373781306,0.7711352062412666,-0.26406931891214325,1.191816171681394,0,0,0,0,0,0,0,0,0,1,0,0
2006,OT,Rashad Butler,Miami (FL),CAR,89.0,0.6259567901009494,0.230632802007218,-1.5233659981965486,0.37743986569294946,0.14211009383787734,-2.08011405241572,0.6797351524950689,0.5098706856485147,-1.0932130560309226,0.6852508585994131,0.3395189745005272,-0.8058056699115238,-0.5460528992307417,-1.520881172455418,0.9494601293050806,0.5772393120132435,1.0728613416500028,1,0,0,0,0,0,0,0,0,0,0,0
2006,OT,Stefon Wheeler,Michigan State,,292.5,-1.2564434852902644,0.230632802007218,2.1437281744364345,2.7589222197454686,-2.9539583583193694,0.0,-4.65908591101366,1.2798252454747363,0.7907987705733982,-0.8560363097178879,-1.1165164964722252,0.5249946031241751,0.46437556100965516,0.7757308484720341,0.12256990386533997,1.094530429676826,0.5729675484954635,0,0,1,0,0,0,0,0,0,0,0,0
2006,OT,Zach Strief,Northwestern,NOR,210.0,-0.3235633264722409,2.3063280200722094,1.4262532276169377,0.8205063501678365,-2.4075933373504435,-1.4316447619788915,-1.3223227463207046,0.9556338518636944,0.6084750454181401,-0.18727441973614395,-0.38849876098584896,0.08139451211227547,0.23816023409016315,1.6050629671402807,0.23860324421508194,1.6970893139882515,0.5729675484954635,0,0,1,0,0,0,0,0,0,0,0,0
2007,C,Doug Datish,Ohio State,ATL,198.0,-0.24865795090178883,-0.46126560401444583,-0.805891051377052,-0.5640764138161842,-0.5863766007873572,1.1622323997684216,0.012382519556477765,-1.0705623582053148,-0.4854673055133975,1.589124350527864,1.4315455777300914,-1.6930058519353233,0.5850237353667181,-1.7601115913020278,1.3977152441298737,-0.11342959783428688,2.128045234184983,0,0,1,0,0,0,0,0,0,0,0,0
2007,C,Ryan Kalil,USC,CAR,59.0,0.9220634732784433,-1.1531640100361096,-1.0450493669835508,-1.5055926933253179,-0.5863766007873572,1.81070169020525,0.34605883602577336,-1.111086282406694,-2.369479132117718,1.1868222760857212,1.0675367099869033,-1.2494057609234235,-0.033298158213226806,-1.3773429211474526,1.5931398173504916,1.543607334022134,1.8339146358159146,0,0,0,0,0,0,0,0,1,0,0,0
2007,C,Samson Satele,Hawaii,MIA,60.0,0.9105400613170204,-1.1531640100361096,-0.9653299284480512,0.04514000233678668,1.9633268304009637,-0.13470618110523488,-0.15445563867817003,-1.2326580550108357,-2.673352007376478,0.8733401401567783,1.0675367099869033,-0.8058056699115238,2.439989416106552,0.042090897342431585,0.41448536011363846,-1.6368803619424197,0.6229257232100877,0,0,0,0,0,0,0,0,0,0,0,1
2007,OG,Arron Sears,Tennessee,TAM,35.0,1.2495051732761504,-1.1531640100361096,0.5493394037264417,-0.7856096560536278,0.0,-0.9993319016876725,0.0,-3.5992474957229515e-15,0.0,0.38221812720143566,0.3395189745005272,-0.3622055788996242,-0.4404857466683123,-0.6915490537871715,0.8346481925379675,1.2650659629725125,0.8122178014999129,0,0,0,0,0,0,0,0,0,1,0,0
2007,OG,Ben Grubbs,Auburn,BAL,29.0,1.3555996411181241,-1.1531640100361096,-0.08841610455755529,-0.28715986101938107,-0.40425492713104855,0.7299195394772028,0.17922067779112555,0.8745860034609358,-0.06004528015113588,1.1868222760857212,1.0675367099869033,-1.2494057609234235,-0.8929164005072963,-1.584675950814514,0.7564783632497202,0.38112344872320403,1.4395314709384563,0,0,0,0,0,0,0,0,0,1,0,0
2007,OG,Dan Santucci,Notre Dame,CIN,230.0,-0.5096853711722921,-1.1531640100361096,-0.8856104899125516,-0.5640764138161842,0.5063534411504946,-0.5670190413964538,0.012382519556477765,-1.2326580550108357,0.061503869952371296,0.7845202016435784,0.7035278422437152,-0.8058056699115238,0.042106950759937194,-0.005755186426890458,0.48899097865399904,0.31006697651666804,1.0728613416500028,0,0,0,0,1,0,0,0,0,0,0,0
2007,OG,Josh Beekman,Boston College,CHI,130.0,0.2721606597207235,-1.8450624160577735,0.07102277251344398,0.7097397290491172,-0.7684982744436658,-0.3508626112508443,-1.4891609045553522,1.8876841084954403,0.48692589531463293,0.7845202016435784,0.7035278422437152,-0.8058056699115238,-0.7119441389717028,-1.2975994481985826,0.32288009141647367,-0.5369261721852416,0.967421566101701,1,0,0,0,0,0,0,0,0,0,0,0
2007,OG,Manny Ramirez,Baylor,DET,117.0,0.37595730039427155,-1.1531640100361096,1.1073754734749393,0.04514000233678668,0.0,3.1076402710789064,0.0,-3.5992474957229515e-15,0.0,-1.493449986106738,-1.4805253642154133,1.4121947851479744,-1.0738886620428898,1.3977299374732195,-1.4579263320564095,-0.16743251671125425,-0.4079187409450348,0,1,0,0,0,0,0,0,0,0,0,0
2007,OG,Mansfield Wrotto,Georgia Tech,SEA,124.0,0.31963542999412486,-1.1531640100361096,0.3899005266554425,0.9312729712865607,0.0,0.29760667918598394,-1.65599906279,2.292923350509241,1.155446220883909,0.12620771619279894,0.3395189745005272,0.08139451211227547,-0.8778353787126638,-0.8669846942746855,-0.09972554817311323,-0.23564673002952885,0.6229257232100877,1,0,0,0,0,0,0,0,0,0,0,0
2007,OG,Mike Jones,Iowa,,292.0,-1.3185751730625948,0.230632802007218,-0.24785498162855454,1.2635728346427235,-0.7684982744436658,0.5137631093315934,-0.6549701133821134,0.10463144363471073,0.9123479206769,-0.8194633938595113,-0.752507628729037,0.9685946941360748,-1.0437266184536242,-0.5001647187098839,-0.666456810512906,-0.43744711109609113,0.6229257232100877,0,0,1,0,0,0,0,0,0,0,0,0
2007,OT,Chris Denman,Fresno State,TAM,214.0,-0.37595730039427167,0.9225312080288819,0.23046164958444323,2.1497058035924974,-0.040011579818431287,-0.9993319016876725,-0.8218082716167612,1.3203491696761156,1.155446220883909,-1.493449986106738,-1.4805253642154133,1.4121947851479744,-1.1643747928106867,0.7119360701129385,-1.5971663404761,-0.7273575176987582,-0.4079187409450348,0,0,0,0,0,0,0,0,0,0,0,1
2007,OT,Corey Hilliard,Oklahoma State,NWE,209.0,-0.3356164456144467,0.230632802007218,-0.3275744201640542,0.32205655513358983,-0.22213325347473992,0.5137631093315934,0.6797351524950689,-1.3137059034135943,-0.4854673055133975,-0.4223860216828511,-0.38849876098584896,0.5249946031241751,0.6755098661345152,0.2813213161890412,-0.15591011297404095,-0.3834441922191238,-0.4079187409450348,0,1,0,0,0,0,0,0,0,0,0,0
2007,OT,Gabe Hall,Texas Tech,,292.0,-1.3185751730625948,-0.46126560401444583,0.07102277251344398,-1.782509246122121,0.5063534411504946,-0.7831754715420631,0.34605883602577336,-0.746370964594273,-0.3031435803581448,-0.020083947240707736,-0.02448989324266088,0.08139451211227547,0.2683222776794292,0.20157784324017133,-0.3806483721777518,-0.5795600555091632,0.6229257232100877,0,1,0,0,0,0,0,0,0,0,0,0
2007,OT,James Marten,Boston College,DAL,67.0,0.8330193136319183,1.6144296140505456,-0.24785498162855454,-0.8409929666129874,1.0527184621194206,0.0,-0.3212937969128178,-0.38165564678185193,-1.1539876310826735,0.7845202016435784,0.7035278422437152,-0.8058056699115238,-0.7119441389717028,-1.2975994481985826,0.32288009141647367,-0.5369261721852416,0.967421566101701,1,0,0,0,0,0,0,0,0,0,0,0
2007,OT,Joe Staley,Central Michigan,SFO,28.0,1.3748295646613276,0.9225312080288819,-0.48701329723505343,-2.4471089728344517,0.0,0.29760667918598394,0.0,-3.5992474957229515e-15,0.0,0.49716157704204805,0.7035278422437152,-0.3622055788996242,-0.1539463325702893,-0.24498560527350008,-0.6066080349640917,-2.165540515159048,-0.4079187409450348,0,0,0,0,0,1,0,0,0,0,0,0
2007,OT,Joe Thomas,Wisconsin,CLE,3.0,2.363015974698059,1.6144296140505456,-0.08841610455755529,-1.7271259355627615,1.9633268304009637,0.5137631093315934,1.34708778543366,0.7124903066554149,0.9123479206769,1.589124350527864,1.4315455777300914,-1.6930058519353233,-0.2293514415434533,-1.8717524534304457,0.5683822115248752,-1.5203477475237004,1.5689196324989263,0,0,1,0,0,0,0,0,0,0,0,0
2007,OT,Levi Brown,Penn State,ARI,5.0,2.167306642345149,0.230632802007218,0.8682171578684403,0.9312729712865607,-0.7684982744436658,1.1622323997684216,-0.8218082716167612,0.38829891304437314,0.9731224957286508,0.38221812720143566,0.3395189745005272,-0.3622055788996242,-1.2699419453731162,-1.504932477865644,-0.05209080845058759,-0.42607807554304544,0.8416212335729143,0,0,1,0,0,0,0,0,0,0,0,0
2007,OT,Marshal Yanda,Florida State,,292.0,-1.3185751730625948,-0.46126560401444583,-0.4072938586995538,-0.45330979269746,0.0,0.0,0.0,-3.5992474957229515e-15,0.0,-0.4223860216828511,-0.38849876098584896,0.5249946031241751,-0.6365390299985387,-0.6437029700178495,-0.13758905923460796,-0.07932249117514954,0.6229257232100877,1,0,0,0,0,0,0,0,0,0,0,0
2007,OT,Mike Otto,Purdue,,292.0,-1.3185751730625948,0.230632802007218,-0.3275744201640542,-0.17639323990065683,-0.40425492713104855,-1.2154883318332819,0.5128969942604211,-0.6247991919901315,-0.3639181554098957,-0.24997084692193194,-0.02448989324266088,0.5249946031241751,-0.7119441389717028,0.4567569566765546,-0.9681434954222353,-0.8950507921061833,-0.4079187409450348,0,0,1,0,0,0,0,0,0,0,0,0
2007,OT,Ryan Harris,Notre Dame,DEN,70.0,0.8012952759256317,-0.46126560401444583,-0.566732735770553,-0.7856096560536278,-0.7684982744436658,-0.7831754715420631,-0.3212937969128178,0.02358359523195209,-1.2755367811861806,0.7845202016435784,0.7035278422437152,-0.8058056699115238,0.042106950759937194,-0.005755186426890458,0.48899097865399904,0.31006697651666804,1.0728613416500028,0,0,0,0,1,0,0,0,0,0,0,0
2007,OT,Tony Ugoh,Arkansas,IND,42.0,1.1412246834659419,0.230632802007218,-0.8856104899125516,-0.9517595877317115,1.781205156744655,1.378388829914031,2.5149548930761947,-3.5992474957229515e-15,0.0,0.49716157704204805,0.7035278422437152,-0.3622055788996242,-0.2745945069273518,-0.8829333888644592,0.7088436235271944,0.7335635508676228,1.1503493803760079,0,0,0,0,0,0,0,0,0,1,0,0
2008,C,Jamey Richard,Buffalo,IND,236.0,-0.48467489602278124,0.230632802007218,-1.3639271211255495,-0.06562661878193754,-0.40425492713104855,-0.7831754715420631,0.8465733107297168,-0.7868948887956523,-0.24236900530638855,-1.054574995806218,-1.1165164964722252,0.9685946941360748,-0.9683215094804603,0.6002952079845207,-2.0820635627797586,-2.6856738917108918,-0.4844040093661262,0,0,0,0,0,1,0,0,0,0,0,0
2008,C,Steve Justice,Wake Forest,IND,201.0,-0.21291232499051413,-1.1531640100361096,-1.5233659981965486,0.04514000233678668,-2.4075933373504435,-0.5670190413964538,-0.6549701133821134,-1.5163255244204945,-0.9108893308756645,0.38221812720143566,0.3395189745005272,-0.3622055788996242,-0.4404857466683123,-0.26093429986327427,-0.030105543963267974,-0.3550216033365094,0.5435126849157659,1,0,0,0,0,0,0,0,0,0,0,0
2008,OG,Branden Albert,Virginia,KAN,15.0,1.7103060028972572,0.9225312080288819,-0.24785498162855454,-0.3425431715787407,-0.5863766007873572,-0.5670190413964538,1.513925943668308,0.7935381550581736,0.30460217015938024,0.38221812720143566,0.3395189745005272,-0.3622055788996242,-0.9532404876858278,-0.6596516646076237,-0.17423116671347397,-0.22996221225300598,0.5435126849157659,1,0,0,0,0,0,0,0,0,0,0,0
2008,OG,Drew Radovich,USC,,296.0,-1.1363408192553903,-0.46126560401444583,-0.8856104899125516,0.5435897973710333,-1.679106642725209,-0.9993319016876725,1.0134114689643645,-1.2326580550108357,-1.2147622061344243,1.1868222760857212,1.0675367099869033,-1.2494057609234235,0.2834032994740622,-1.2497533644292607,1.3171026076763688,0.528920910912799,1.9635114370458404,0,0,0,0,0,0,0,0,1,0,0,0
2008,OG,Eric Young,Tennessee,,296.0,-1.1363408192553903,-0.46126560401444583,-0.16813554309305492,-0.28715986101938107,0.0,0.0,0.0,-3.5992474957229515e-15,0.0,0.49716157704204805,0.7035278422437152,-0.3622055788996242,0.2683222776794292,0.5524491242151987,0.532961507628638,1.0348429930233358,1.286274990788736,0,0,0,0,0,0,0,0,0,1,0,0
2008,OG,Roy Schuening,Oregon State,STL,157.0,0.1095191953281838,-0.46126560401444583,-0.48701329723505343,0.32205655513358983,-0.9506199480999744,0.08145024904037454,0.0,-3.5992474957229515e-15,0.0,0.38221812720143566,0.3395189745005272,-0.3622055788996242,-0.4404857466683123,-0.19713952150417804,0.31921588066858697,1.1570601252185777,0.8182347774917772,0,0,0,0,0,0,0,0,1,0,0,0
2008,OG,Shawn Murphy,Utah State,MIA,110.0,0.4683492085317807,-0.46126560401444583,0.6290588422619414,0.8205063501678365,-2.225471663694135,0.7299195394772028,-0.3212937969128178,-0.1385121015735688,0.9731224957286508,-2.3607505621768126,-2.208543099701789,2.2993949671717737,-1.5263193158818738,1.5891142725505065,-2.2726025216698615,-1.304336072015831,-0.4844040093661262,0,0,0,0,0,0,0,0,0,0,0,1
2008,OT,Breno Giacomini,Louisville,GNB,150.0,0.16100047915199658,1.6144296140505456,-0.7261716128415524,-0.17639323990065683,-1.8612283163815175,-0.5670190413964538,1.0134114689643645,-0.8679427371984145,-0.6070164556169046,-0.620924707771181,-0.752507628729037,0.5249946031241751,0.6755098661345152,1.2063456023959314,-0.2804932784021851,0.2759598698575307,0.5435126849157659,0,0,0,0,0,0,0,1,0,0,0,0
2008,OT,Carl Nicks,Nebraska,NOR,164.0,0.058326735272993174,0.230632802007218,2.3031670515074336,-0.06562661878193754,-0.7684982744436658,1.1622323997684216,1.1802496271990124,0.5503946098498941,-0.3031435803581448,-1.054574995806218,-1.1165164964722252,0.9685946941360748,0.40405147383112416,2.24301075073124,-0.7128701466528027,0.9723132974815838,0.5435126849157659,0,1,0,0,0,0,0,0,0,0,0,0
